trade_id,stock_code,stock_name,buy_price,entry_reason,condition_name,entry_min,profit_rate,exit_reason,exit_category,hold_hours,buy_time_str,entry_date,choch_grade,exit_type,time_bucket,is_win,is_alpha,regime,regime_score,regime_reasons,regime_cutoff,kospi_last,kosdaq_last,v132_blocked,v132_reason,v14_blocked,v14_reason,v14_size,pnl,adj_pnl
143,200470,에이팩트,5830.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,572,-1.20,"🚨 Early Failure Cut (1.0분, -1.20%)",EXPERIMENT_EXIT,0.01644703722222222,2025-12-03 09:32,2025-12-03,LEGACY_VWAP,EF,09:30~10:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-02,2025-12-02,2025-12-02,False,,False,,1.0,-1.2,-1.2
145,318060,그래피,23050.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,574,-1.08,"🚨 Early Failure Cut (4.0분, -1.08%)",EXPERIMENT_EXIT,0.06714152888888889,2025-12-03 09:34,2025-12-03,LEGACY_VWAP,EF,09:30~10:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-02,2025-12-02,2025-12-02,False,,False,,1.0,-1.08,-1.08
147,460940,피앤에스로보틱스,13830.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,696,-1.08,"🚨 Early Failure Cut (2.0분, -1.08%)",EXPERIMENT_EXIT,0.03276869194444444,2025-12-03 11:36,2025-12-03,LEGACY_VWAP,EF,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-02,2025-12-02,2025-12-02,False,,False,,1.0,-1.08,-1.08
150,013360,일성건설,2370.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,658,-0.84,"🚨 Early Failure Cut (5.1분, -0.84%)",EXPERIMENT_EXIT,0.08446798638888889,2025-12-05 10:58,2025-12-05,LEGACY_VWAP,EF,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-04,2025-12-04,2025-12-04,False,,False,,1.0,-0.84,-0.84
153,105840,우진,18740.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,863,0.43,"시간 기반 청산 (15:00, +0.43%)",SYSTEM_EXIT,0.6216827991666667,2025-12-05 14:23,2025-12-05,LEGACY_VWAP,TIME_EXIT,13:30~15:00,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-04,2025-12-04,2025-12-04,False,,False,,1.0,0.43,0.43
155,474650,링크솔루션,51500.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,621,-2.91,"Hard Stop (-3%, -2.91%)",RISK_EXIT,0.05007569138888889,2025-12-08 10:21,2025-12-08,LEGACY_VWAP,HARD_STOP,09:30~10:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-07,2025-12-05,2025-12-05,False,,False,,1.0,-2.91,-2.91
157,101170,우림피티에스,11930.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,659,0.59,ATR 트레일링 스탑 (+0.59%),ALPHA_EXIT,0.7595875283333333,2025-12-08 10:59,2025-12-08,LEGACY_VWAP,ALPHA,10:30~12:00,True,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-07,2025-12-05,2025-12-05,False,,False,,1.0,0.59,0.59
160,317240,TS트릴리온,258.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,690,0.39,ATR 트레일링 스탑 (+0.39%),ALPHA_EXIT,1.0940198933333334,2025-12-10 11:30,2025-12-10,LEGACY_VWAP,ALPHA,10:30~12:00,True,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-09,2025-12-09,2025-12-09,False,,False,,1.0,0.39,0.39
162,317240,TS트릴리온,261.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,757,0.00,ATR 트레일링 스탑 (+0.00%),ALPHA_EXIT,0.06651246833333334,2025-12-10 12:37,2025-12-10,LEGACY_VWAP,ALPHA,12:00~13:30,False,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-09,2025-12-09,2025-12-09,False,,False,,1.0,0.0,0.0
164,317240,TS트릴리온,261.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,781,-0.77,다중 약화 신호 (VWAP↓+EMA3↓),EXPERIMENT_EXIT,0.21750832972222223,2025-12-10 13:01,2025-12-10,LEGACY_VWAP,EF_OTHER,12:00~13:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-09,2025-12-09,2025-12-09,False,,False,,1.0,-0.77,-0.77
166,302430,이노메트리,9210.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,823,-3.26,"Hard Stop (-3%, -3.26%)",RISK_EXIT,0.13405586666666666,2025-12-10 13:43,2025-12-10,LEGACY_VWAP,HARD_STOP,13:30~15:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-09,2025-12-09,2025-12-09,False,,False,,1.0,-3.26,-3.26
168,030530,원익홀딩스,31800.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,607,-2.67,"Hard Stop (-3%, -2.67%)",RISK_EXIT,0.3361669766666667,2025-12-11 10:07,2025-12-11,LEGACY_VWAP,HARD_STOP,09:30~10:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-10,2025-12-10,2025-12-10,False,,False,,1.0,-2.67,-2.67
169,105840,우진,19930.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,622,0.60,ATR 트레일링 스탑 (+0.60%),ALPHA_EXIT,0.5706412344444445,2025-12-11 10:22,2025-12-11,LEGACY_VWAP,ALPHA,09:30~10:30,True,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-10,2025-12-10,2025-12-10,False,,False,,1.0,0.6,0.6
172,105840,우진,20350.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,777,-0.74,"시간 기반 청산 (15:00, -0.74%)",SYSTEM_EXIT,2.0497479722222223,2025-12-11 12:57,2025-12-11,LEGACY_VWAP,TIME_EXIT,12:00~13:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-10,2025-12-10,2025-12-10,False,,False,,1.0,-0.74,-0.74
173,389030,지니너스,2870.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,792,0.17,ATR 트레일링 스탑 (+0.17%),ALPHA_EXIT,0.3530883458333333,2025-12-11 13:12,2025-12-11,LEGACY_VWAP,ALPHA,12:00~13:30,True,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-10,2025-12-10,2025-12-10,False,,False,,1.0,0.17,0.17
175,389030,지니너스,2895.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,822,0.00,ATR 트레일링 스탑 (+0.00%),ALPHA_EXIT,0.2179517175,2025-12-11 13:42,2025-12-11,LEGACY_VWAP,ALPHA,13:30~15:00,False,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-10,2025-12-10,2025-12-10,False,,False,,1.0,0.0,0.0
178,217330,싸이토젠,4980.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,678,-2.71,"Hard Stop (-3%, -2.71%)",RISK_EXIT,0.03312167722222222,2025-12-16 11:18,2025-12-16,LEGACY_VWAP,HARD_STOP,10:30~12:00,False,False,TREND_UP,3,KOSPI_above_EMA20|KOSPI_slope_up|KOSPI_drop_-1.8pct|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-15,2025-12-15,2025-12-15,False,,False,,1.0,-2.71,-2.71
180,217330,싸이토젠,5060.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,738,0.79,ATR 트레일링 스탑 (+0.79%),ALPHA_EXIT,0.1510378975,2025-12-16 12:18,2025-12-16,LEGACY_VWAP,ALPHA,12:00~13:30,True,True,TREND_UP,3,KOSPI_above_EMA20|KOSPI_slope_up|KOSPI_drop_-1.8pct|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-15,2025-12-15,2025-12-15,False,,False,,1.0,0.79,0.79
182,217330,싸이토젠,5070.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,749,0.79,ATR 트레일링 스탑 (+0.79%),ALPHA_EXIT,0.10041351694444445,2025-12-16 12:29,2025-12-16,LEGACY_VWAP,ALPHA,12:00~13:30,True,True,TREND_UP,3,KOSPI_above_EMA20|KOSPI_slope_up|KOSPI_drop_-1.8pct|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-15,2025-12-15,2025-12-15,False,,False,,1.0,0.79,0.79
184,217330,싸이토젠,5180.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,758,-3.09,"Hard Stop (-3%, -3.09%)",RISK_EXIT,0.22187970333333334,2025-12-16 12:38,2025-12-16,LEGACY_VWAP,HARD_STOP,12:00~13:30,False,False,TREND_UP,3,KOSPI_above_EMA20|KOSPI_slope_up|KOSPI_drop_-1.8pct|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-15,2025-12-15,2025-12-15,False,,False,,1.0,-3.09,-3.09
186,039860,나노엔텍,4855.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,783,-0.62,ATR 트레일링 스탑 (-0.62%),ALPHA_EXIT,0.08343476277777778,2025-12-16 13:03,2025-12-16,LEGACY_VWAP,ALPHA,12:00~13:30,False,True,TREND_UP,3,KOSPI_above_EMA20|KOSPI_slope_up|KOSPI_drop_-1.8pct|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-15,2025-12-15,2025-12-15,False,,False,,1.0,-0.62,-0.62
189,295310,에이치브이엠,41650.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,774,-0.36,다중 약화 신호 (VWAP↓+EMA3↓),EXPERIMENT_EXIT,1.0096299194444445,2025-12-18 12:54,2025-12-18,LEGACY_VWAP,EF_OTHER,12:00~13:30,False,False,NEUTRAL,0,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_below_EMA20|KOSDAQ_slope_down,2025-12-17,2025-12-17,2025-12-17,False,,False,,0.7,-0.36,-0.252
191,223250,드림씨아이에스,7560.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,616,-2.37,"🚨 Early Failure Cut (19.2분, -2.37%)",EXPERIMENT_EXIT,0.6897135769444445,2025-12-19 10:16,2025-12-19,LEGACY_VWAP,EF,09:30~10:30,False,False,RISK_OFF,-5,KOSPI_below_EMA20|KOSPI_slope_down|KOSPI_drop_-1.5pct|KOSDAQ_below_EMA20|KOSDAQ_slope_down,2025-12-18,2025-12-18,2025-12-18,False,,True,REGIME_BLOCK_RISK_OFF,0.0,-2.37,
192,223250,드림씨아이에스,7610.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,638,-2.37,"🚨 Early Failure Cut (19.2분, -2.37%)",EXPERIMENT_EXIT,0.3201586155555556,2025-12-19 10:38,2025-12-19,LEGACY_VWAP,EF,10:30~12:00,False,False,RISK_OFF,-5,KOSPI_below_EMA20|KOSPI_slope_down|KOSPI_drop_-1.5pct|KOSDAQ_below_EMA20|KOSDAQ_slope_down,2025-12-18,2025-12-18,2025-12-18,False,,True,REGIME_BLOCK_RISK_OFF,0.0,-2.37,
194,124500,아이티센글로벌,31000.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,603,1.29,"시간 기반 청산 (15:00, +1.29%)",SYSTEM_EXIT,5.153219384444444,2025-12-23 10:03,2025-12-23,LEGACY_VWAP,TIME_EXIT,09:30~10:30,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-22,2025-12-22,2025-12-22,False,,False,,1.0,1.29,1.29
198,049630,재영솔루텍,4175.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,630,-1.68,"🚨 Early Failure Cut (5.0분, -1.68%)",EXPERIMENT_EXIT,0.08385059916666666,2025-12-26 10:30,2025-12-26,LEGACY_VWAP,EF,10:30~12:00,False,False,NEUTRAL,0,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_below_EMA20|KOSDAQ_slope_down,2025-12-25,2025-12-24,2025-12-24,False,,False,,0.7,-1.68,-1.176
201,250060,모비스,3965.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,656,-1.77,"🚨 Early Failure Cut (9.1분, -1.77%)",EXPERIMENT_EXIT,0.1514723527777778,2025-12-30 10:56,2025-12-30,LEGACY_VWAP,EF,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-29,2025-12-29,2025-12-29,False,,False,,1.0,-1.77,-1.77
202,489500,엘케이켐,35850.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,659,-2.09,"🚨 Early Failure Cut (5.0분, -2.09%)",EXPERIMENT_EXIT,0.08390480888888889,2025-12-30 10:59,2025-12-30,LEGACY_VWAP,EF,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-29,2025-12-29,2025-12-29,False,,False,,1.0,-2.09,-2.09
205,053700,삼보모터스,6630.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,844,-1.66,"🚨 Early Failure Cut (4.0분, -1.66%)",EXPERIMENT_EXIT,0.06699263944444445,2025-12-30 14:04,2025-12-30,LEGACY_VWAP,EF,13:30~15:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2025-12-29,2025-12-29,2025-12-29,False,,False,,1.0,-1.66,-1.66
207,232680,라온테크,14610.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,601,-0.39,다중 약화 신호 (VWAP↓+EMA3↓),EXPERIMENT_EXIT,147.71547185972221,2026-01-02 10:01,2026-01-02,LEGACY_VWAP,EF_OTHER,09:30~10:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,-0.39,-0.39
208,080220,제주반도체,27000.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,601,1.47,Squeeze: dark_red 모멘텀 반전 (+1.47%),EXPERIMENT_EXIT,169.6847649722222,2026-01-02 10:01,2026-01-02,LEGACY_VWAP,SQUEEZE,09:30~10:30,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,1.47,1.47
209,318060,그래피,27050.00,VWAP 상향 돌파 (종합점수: 90.0),VWAP+AI,615,0.90,Squeeze: dark_red 모멘텀 반전 (+0.90%),EXPERIMENT_EXIT,3.743215923611111,2026-01-02 10:15,2026-01-02,LEGACY_VWAP,SQUEEZE,09:30~10:30,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,0.9,0.9
210,489500,엘케이켐,35900.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,695,-0.30,"시간 기반 청산 (15:00, -0.30%)",SYSTEM_EXIT,99.42945733027778,2026-01-02 11:35,2026-01-02,LEGACY_VWAP,TIME_EXIT,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,-0.3,-0.3
211,053700,삼보모터스,6360.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,696,-1.73,"🚨 Early Failure Cut (23.2분, -1.73%)",EXPERIMENT_EXIT,170.2021376077778,2026-01-02 11:36,2026-01-02,LEGACY_VWAP,EF,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,-1.73,-1.73
212,318060,그래피,27900.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,705,0.90,Squeeze: dark_red 모멘텀 반전 (+0.90%),EXPERIMENT_EXIT,2.2423955961111113,2026-01-02 11:45,2026-01-02,LEGACY_VWAP,SQUEEZE,10:30~12:00,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-01,2025-12-30,2025-12-30,False,,False,,1.0,0.9,0.9
214,452160,제이엔비,7780.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,883,-0.39,"시간 기반 청산 (15:00, -0.39%)",SYSTEM_EXIT,0.29402749916666665,2026-01-06 14:43,2026-01-06,LEGACY_VWAP,TIME_EXIT,13:30~15:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-05,2026-01-05,2026-01-05,False,,False,,1.0,-0.39,-0.39
216,489500,엘케이켐,32900.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,900,-0.30,"시간 기반 청산 (15:00, -0.30%)",SYSTEM_EXIT,0.01664969638888889,2026-01-06 15:00,2026-01-06,LEGACY_VWAP,TIME_EXIT,13:30~15:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-05,2026-01-05,2026-01-05,False,,False,,1.0,-0.3,-0.3
218,396470,워트,7300.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,668,0.00,ATR 트레일링 스탑 (+0.00%),ALPHA_EXIT,50.00306299555555,2026-01-07 11:08,2026-01-07,LEGACY_VWAP,ALPHA,10:30~12:00,False,True,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-06,2026-01-06,2026-01-06,False,,False,,1.0,0.0,0.0
219,368770,파이버프로,13950.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,807,0.86,Squeeze: dark_red 모멘텀 반전 (+0.86%),EXPERIMENT_EXIT,1.1263166447222221,2026-01-07 13:27,2026-01-07,LEGACY_VWAP,SQUEEZE,12:00~13:30,True,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-06,2026-01-06,2026-01-06,False,,False,,1.0,0.86,0.86
220,489500,엘케이켐,32450.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,867,-2.16,"Hard Stop (-2.0%, -2.16%) [부분청산 0차]",RISK_EXIT,0.5214434977777778,2026-01-07 14:27,2026-01-07,LEGACY_VWAP,HARD_STOP,13:30~15:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-06,2026-01-06,2026-01-06,False,,False,,1.0,-2.16,-2.16
223,232680,라온테크,15240.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,635,-0.39,다중 약화 신호 (VWAP↓+EMA3↓),EXPERIMENT_EXIT,3.144184275277778,2026-01-08 10:35,2026-01-08,LEGACY_VWAP,EF_OTHER,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-07,2026-01-07,2026-01-07,False,,False,,1.0,-0.39,-0.39
224,368770,파이버프로,14190.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,675,-2.26,"Hard Stop (-2.0%, -2.26%) [부분청산 0차]",RISK_EXIT,0.6563831175,2026-01-08 11:15,2026-01-08,LEGACY_VWAP,HARD_STOP,10:30~12:00,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-07,2026-01-07,2026-01-07,False,,False,,1.0,-2.26,-2.26
226,003160,디아이,29300.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,771,-1.88,"🚨 Early Failure Cut (20.2분, -1.88%)",EXPERIMENT_EXIT,0.3362312155555556,2026-01-08 12:51,2026-01-08,LEGACY_VWAP,EF,12:00~13:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-07,2026-01-07,2026-01-07,False,,False,,1.0,-1.88,-1.88
227,489500,엘케이켐,33350.00,VWAP 상향 돌파 (종합점수: 0.0),VWAP+AI,777,-0.15,다중 약화 신호 (VWAP↓+EMA3↓),EXPERIMENT_EXIT,1.1262113366666666,2026-01-08 12:57,2026-01-08,LEGACY_VWAP,EF_OTHER,12:00~13:30,False,False,TREND_UP,4,KOSPI_above_EMA20|KOSPI_slope_up|KOSDAQ_above_EMA20|KOSDAQ_slope_up,2026-01-07,2026-01-07,2026-01-07,False,,False,,1.0,-0.15,-0.15
