Datetime,open,high,low,close,volume
2026-01-23 03:35:00+00:00,24280.0,24330.0,24280.0,24325.0,42847
2026-01-23 03:40:00+00:00,24325.0,24330.0,24300.0,24315.0,41472
2026-01-23 03:45:00+00:00,24315.0,24315.0,24285.0,24295.0,57010
2026-01-23 03:50:00+00:00,24295.0,24325.0,24285.0,24325.0,114072
2026-01-23 03:55:00+00:00,24325.0,24330.0,24300.0,24310.0,66526
2026-01-23 04:00:00+00:00,24305.0,24330.0,24290.0,24295.0,221028
2026-01-23 04:05:00+00:00,24305.0,24325.0,24250.0,24255.0,204093
2026-01-23 04:10:00+00:00,24255.0,24315.0,24250.0,24315.0,91293
2026-01-23 04:15:00+00:00,24315.0,24330.0,24290.0,24315.0,150565
2026-01-23 04:20:00+00:00,24305.0,24320.0,24265.0,24280.0,190386
2026-01-23 04:25:00+00:00,24280.0,24280.0,24210.0,24215.0,165775
2026-01-23 04:30:00+00:00,24220.0,24270.0,24215.0,24265.0,131541
2026-01-23 04:35:00+00:00,24265.0,24280.0,24210.0,24225.0,165874
2026-01-23 04:40:00+00:00,24215.0,24235.0,24165.0,24175.0,95907
2026-01-23 04:45:00+00:00,24170.0,24175.0,24080.0,24090.0,124154
2026-01-23 04:50:00+00:00,24090.0,24140.0,24015.0,24035.0,293076
2026-01-23 04:55:00+00:00,24035.0,24080.0,24000.0,24005.0,192649
2026-01-23 05:00:00+00:00,24000.0,24085.0,23975.0,24005.0,241187
2026-01-23 05:05:00+00:00,24000.0,24120.0,23980.0,24105.0,221692
2026-01-23 05:10:00+00:00,24120.0,24200.0,24095.0,24190.0,138959
2026-01-23 05:15:00+00:00,24190.0,24230.0,24155.0,24225.0,122523
2026-01-23 05:20:00+00:00,24230.0,24230.0,24160.0,24185.0,127564
2026-01-23 05:25:00+00:00,24185.0,24270.0,24185.0,24270.0,91987
2026-01-23 05:30:00+00:00,24270.0,24295.0,24245.0,24265.0,122932
2026-01-23 05:35:00+00:00,24270.0,24350.0,24260.0,24350.0,223482
2026-01-23 05:40:00+00:00,24335.0,24365.0,24300.0,24305.0,194326
2026-01-23 05:45:00+00:00,24310.0,24365.0,24305.0,24360.0,180937
2026-01-23 05:50:00+00:00,24355.0,24365.0,24315.0,24335.0,229589
2026-01-23 05:55:00+00:00,24325.0,24370.0,24305.0,24350.0,194640
2026-01-26 00:00:00+00:00,24450.0,24515.0,24340.0,24375.0,0
