trade_id,symbol,name,entry_date,entry_price,exit_date,exit_price,holding_period_days,holding_minutes,profit_loss,profit_rate,live_exit_reason,exit_class,backtest_rule,mapping_basis,strategy_horizon
32,366030,공구우먼,,,2025-11-14 15:22:14,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
33,366030,공구우먼,,,2025-11-14 15:23:14,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
34,366030,공구우먼,,,2025-11-14 15:25:16,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
35,366030,공구우먼,,,2025-11-14 15:26:16,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
36,366030,공구우먼,,,2025-11-14 15:27:16,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
37,366030,공구우먼,,,2025-11-14 15:28:17,5390.0,,,0.0,,장 마감 전 강제 청산 (15:00),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
38,009420,한올바이오파마,,,2025-11-17 09:44:35,45200.0,,,400.0,0.89,트레일링 스탑 (+0.89%),TRAILING,TRAIL,고점 대비 되돌림 청산,INTRADAY
39,009420,한올바이오파마,,,2025-11-17 09:59:46,44800.0,,,-550.0,-1.21,"초기 실패 컷 (4.8분, -1.21%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
40,009420,한올바이오파마,,,2025-11-17 11:31:44,46050.0,,,-350.0,-0.75,"초기 실패 컷 (7.0분, -0.75%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
41,009420,한올바이오파마,,,2025-11-17 11:34:44,46100.0,,,-300.0,-0.65,"초기 실패 컷 (10.0분, -0.65%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
42,009420,한올바이오파마,,,2025-11-17 11:35:45,46000.0,,,-400.0,-0.86,"초기 실패 컷 (11.0분, -0.86%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
43,009420,한올바이오파마,,,2025-11-17 11:36:46,46000.0,,,-400.0,-0.86,"초기 실패 컷 (12.0분, -0.86%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
44,009420,한올바이오파마,,,2025-11-17 11:39:44,46100.0,,,-300.0,-0.65,"초기 실패 컷 (15.0분, -0.65%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
45,009420,한올바이오파마,,,2025-11-17 13:59:10,45850.0,,,-200.0,-0.43,다중 약화 신호 (VWAP↓+EMA3↓),STRUCTURE_WEAK,(대응 없음),구조/모멘텀 약화 — 백테스트에 대응 규칙 없음,INTRADAY
46,323280,태성,,,2025-11-18 12:44:43,38250.0,,,-600.0,-1.54,기술적 손절 (-1.54%),STOP_LOSS,SL,손실 제한,INTRADAY
47,323280,태성,,,2025-11-18 12:44:47,38250.0,,,-600.0,-1.54,기술적 손절 (-1.54%),STOP_LOSS,SL,손실 제한,INTRADAY
48,323280,태성,,,2025-11-18 13:35:15,38350.0,,,-250.0,-0.65,"초기 실패 컷 (2.0분, -0.65%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
49,323280,태성,,,2025-11-18 13:41:12,38400.0,,,-250.0,-0.65,"초기 실패 컷 (8.0분, -0.65%)",EARLY_FAILURE,SL,시간 제한이 붙은 손절 — 손실 제한이라는 점에서 SL,INTRADAY
50,226330,신테카바이오,,,2025-11-18 15:01:13,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
51,226330,신테카바이오,,,2025-11-18 15:01:43,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
52,226330,신테카바이오,,,2025-11-18 15:02:14,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
53,226330,신테카바이오,,,2025-11-18 15:02:41,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
54,226330,신테카바이오,,,2025-11-18 15:03:15,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
55,226330,신테카바이오,,,2025-11-18 15:03:42,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
56,226330,신테카바이오,,,2025-11-18 15:04:16,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
57,226330,신테카바이오,,,2025-11-18 15:04:43,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
58,226330,신테카바이오,,,2025-11-18 15:05:15,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
59,226330,신테카바이오,,,2025-11-18 15:05:44,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
60,226330,신테카바이오,,,2025-11-18 15:06:16,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
61,226330,신테카바이오,,,2025-11-18 15:06:45,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
62,226330,신테카바이오,,,2025-11-18 15:07:17,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
63,226330,신테카바이오,,,2025-11-18 15:07:46,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
64,226330,신테카바이오,,,2025-11-18 15:08:18,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
65,226330,신테카바이오,,,2025-11-18 15:08:46,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
66,226330,신테카바이오,,,2025-11-18 15:09:19,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
67,226330,신테카바이오,,,2025-11-18 15:09:47,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
68,226330,신테카바이오,,,2025-11-18 15:10:20,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
69,226330,신테카바이오,,,2025-11-18 15:10:47,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
70,226330,신테카바이오,,,2025-11-18 15:11:20,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
71,226330,신테카바이오,,,2025-11-18 15:11:48,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
72,226330,신테카바이오,,,2025-11-18 15:12:20,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
73,226330,신테카바이오,,,2025-11-18 15:12:48,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
74,226330,신테카바이오,,,2025-11-18 15:13:20,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
75,226330,신테카바이오,,,2025-11-18 15:13:49,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
76,226330,신테카바이오,,,2025-11-18 15:14:21,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
77,226330,신테카바이오,,,2025-11-18 15:14:50,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
78,226330,신테카바이오,,,2025-11-18 15:15:22,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
79,226330,신테카바이오,,,2025-11-18 15:15:50,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
80,226330,신테카바이오,,,2025-11-18 15:16:23,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
81,226330,신테카바이오,,,2025-11-18 15:16:51,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
82,226330,신테카바이오,,,2025-11-18 15:17:23,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
83,226330,신테카바이오,,,2025-11-18 15:17:51,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
84,226330,신테카바이오,,,2025-11-18 15:18:23,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
85,226330,신테카바이오,,,2025-11-18 15:18:51,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
86,226330,신테카바이오,,,2025-11-18 15:19:24,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
87,226330,신테카바이오,,,2025-11-18 15:19:52,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
88,226330,신테카바이오,,,2025-11-18 15:20:25,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
89,226330,신테카바이오,,,2025-11-18 15:20:52,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
90,226330,신테카바이오,,,2025-11-18 15:21:25,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
91,226330,신테카바이오,,,2025-11-18 15:21:53,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
92,226330,신테카바이오,,,2025-11-18 15:22:25,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
93,226330,신테카바이오,,,2025-11-18 15:22:53,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
94,226330,신테카바이오,,,2025-11-18 15:23:26,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
95,226330,신테카바이오,,,2025-11-18 15:23:54,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
96,226330,신테카바이오,,,2025-11-18 15:24:26,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
97,226330,신테카바이오,,,2025-11-18 15:24:54,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
98,226330,신테카바이오,,,2025-11-18 15:25:26,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
99,226330,신테카바이오,,,2025-11-18 15:25:55,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
100,226330,신테카바이오,,,2025-11-18 15:26:27,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
101,226330,신테카바이오,,,2025-11-18 15:26:56,5500.0,,,0.0,,최종 강제 청산 (15:10),TIME_EXIT,MAX_HOLD,보유 기간 상한 — 일봉 MAX_HOLD 와 동일 의미,INTRADAY
